freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.816e+01,1.410e+02,7.762e+00,1.970e+02
1.5,3.722e+01,9.222e+01,2.441e+01,1.538e+02
3.0,1.344e+01,3.539e+01,3.348e+01,8.232e+01
4.5,1.350e+01,3.355e+02,3.478e+01,3.837e+02
6.0,1.359e+01,1.312e+03,5.036e+01,1.376e+03
7.5,1.418e+01,2.210e+03,1.139e+02,2.338e+03
9.0,1.532e+01,3.213e+03,2.292e+02,3.457e+03
10.5,1.754e+01,3.894e+03,2.571e+02,4.169e+03
12.0,1.745e+01,4.056e+03,1.334e+02,4.207e+03
13.5,2.155e+01,4.332e+03,6.577e+01,4.420e+03
15.0,3.210e+01,5.261e+03,3.494e+01,5.328e+03
16.5,4.868e+01,7.031e+03,3.017e+01,7.110e+03
18.0,5.868e+01,9.548e+03,2.929e+01,9.636e+03
19.5,8.694e+01,1.230e+04,3.037e+01,1.242e+04
21.0,7.891e+01,1.423e+04,2.986e+01,1.434e+04
22.5,7.484e+01,1.663e+04,3.560e+01,1.674e+04
24.0,1.568e+02,2.006e+04,4.504e+01,2.027e+04
25.6,3.867e+02,2.599e+04,4.039e+01,2.642e+04
27.1,5.120e+02,3.057e+04,3.926e+01,3.112e+04
28.6,4.323e+02,2.959e+04,5.000e+01,3.007e+04
30.1,2.911e+02,2.660e+04,4.831e+01,2.694e+04
31.6,1.401e+02,2.380e+04,4.959e+01,2.399e+04
33.1,5.959e+01,2.388e+04,4.098e+01,2.398e+04
34.6,3.982e+01,2.666e+04,4.042e+01,2.674e+04
36.1,5.120e+01,3.103e+04,4.259e+01,3.112e+04
37.6,8.435e+01,3.746e+04,4.709e+01,3.759e+04
39.1,1.609e+02,4.653e+04,5.037e+01,4.674e+04
40.6,2.984e+02,5.799e+04,5.462e+01,5.834e+04
42.1,4.854e+02,7.159e+04,5.593e+01,7.213e+04
43.6,6.374e+02,8.972e+04,5.890e+01,9.041e+04
45.1,7.405e+02,1.142e+05,1.105e+02,1.151e+05
46.6,8.857e+02,1.321e+05,2.501e+02,1.332e+05
48.1,1.915e+03,1.444e+05,3.075e+02,1.466e+05
49.6,4.614e+03,1.842e+05,2.153e+02,1.890e+05
51.1,7.928e+03,2.282e+05,1.454e+02,2.363e+05
