freq,psd_x,psd_y,psd_z,psd_xyz
106.8,4.862e+03,5.840e+03,7.721e+04,8.791e+04
108.4,4.210e+03,5.659e+03,6.176e+04,7.163e+04
109.9,4.319e+03,5.763e+03,5.691e+04,6.699e+04
111.5,4.393e+03,5.767e+03,5.310e+04,6.326e+04
113.0,4.700e+03,5.524e+03,5.012e+04,6.035e+04
114.6,4.745e+03,4.606e+03,4.186e+04,5.121e+04
116.1,3.267e+03,3.096e+03,2.467e+04,3.103e+04
117.7,3.251e+03,3.176e+03,2.917e+04,3.560e+04
119.2,3.566e+03,3.239e+03,3.314e+04,3.995e+04
120.8,3.128e+03,2.804e+03,2.631e+04,3.224e+04
122.3,2.006e+03,2.350e+03,1.755e+04,2.191e+04
123.9,1.470e+03,2.138e+03,1.416e+04,1.776e+04
125.4,1.286e+03,2.059e+03,1.332e+04,1.666e+04
127.0,1.180e+03,1.978e+03,1.449e+04,1.765e+04
128.5,9.535e+02,2.291e+03,1.359e+04,1.684e+04
130.1,9.278e+02,2.781e+03,1.140e+04,1.511e+04
131.6,9.630e+02,2.607e+03,1.008e+04,1.366e+04
133.2,9.296e+02,1.331e+03,6.943e+03,9.203e+03
134.7,8.105e+02,5.361e+02,5.331e+03,6.678e+03
136.3,1.096e+03,5.307e+02,5.727e+03,7.354e+03
137.8,1.306e+03,5.510e+02,5.989e+03,7.847e+03
139.4,1.320e+03,6.449e+02,6.680e+03,8.645e+03
140.9,1.157e+03,7.127e+02,6.560e+03,8.430e+03
142.5,6.320e+02,6.115e+02,4.976e+03,6.219e+03
144.0,5.515e+02,5.625e+02,4.375e+03,5.489e+03
145.6,5.435e+02,4.920e+02,3.738e+03,4.773e+03
147.1,7.166e+02,4.822e+02,3.668e+03,4.867e+03
148.7,9.312e+02,4.970e+02,3.977e+03,5.405e+03
150.2,1.098e+03,4.789e+02,3.803e+03,5.380e+03
151.7,1.266e+03,4.457e+02,3.295e+03,5.006e+03
153.3,1.254e+03,4.152e+02,2.706e+03,4.375e+03
154.8,9.601e+02,3.764e+02,2.265e+03,3.601e+03
156.4,8.532e+02,5.029e+02,2.772e+03,4.128e+03
157.9,8.577e+02,5.784e+02,3.176e+03,4.612e+03
159.5,8.073e+02,4.597e+02,2.562e+03,3.829e+03
161.0,7.353e+02,4.175e+02,2.215e+03,3.368e+03
162.6,6.532e+02,3.609e+02,2.094e+03,3.108e+03
164.1,5.682e+02,2.917e+02,1.809e+03,2.669e+03
165.7,5.082e+02,2.675e+02,1.735e+03,2.511e+03
167.2,4.445e+02,2.684e+02,1.676e+03,2.389e+03
168.8,4.744e+02,2.931e+02,1.795e+03,2.563e+03
170.3,5.394e+02,3.266e+02,2.191e+03,3.057e+03
171.9,6.448e+02,3.268e+02,2.385e+03,3.357e+03
173.4,6.654e+02,2.907e+02,2.149e+03,3.105e+03
175.0,6.650e+02,2.368e+02,1.860e+03,2.762e+03
176.5,6.476e+02,1.762e+02,1.515e+03,2.339e+03
178.1,4.987e+02,1.395e+02,1.148e+03,1.786e+03
179.6,4.389e+02,1.274e+02,1.090e+03,1.657e+03
181.2,3.912e+02,1.202e+02,1.104e+03,1.615e+03
182.7,4.128e+02,1.162e+02,9.119e+02,1.441e+03
184.3,4.333e+02,1.655e+02,9.181e+02,1.517e+03
185.8,4.221e+02,1.655e+02,7.520e+02,1.340e+03
187.4,4.009e+02,1.353e+02,6.560e+02,1.192e+03
188.9,3.658e+02,1.195e+02,6.088e+02,1.094e+03
190.5,4.047e+02,1.591e+02,7.927e+02,1.357e+03
192.0,3.365e+02,1.563e+02,7.387e+02,1.231e+03
193.6,2.240e+02,8.989e+01,4.262e+02,7.402e+02
195.1,1.762e+02,8.551e+01,4.476e+02,7.093e+02
196.7,1.938e+02,9.751e+01,5.639e+02,8.552e+02
198.2,2.175e+02,8.947e+01,5.642e+02,8.712e+02
199.7,2.213e+02,8.115e+01,5.320e+02,8.344e+02
