freq,psd_x,psd_y,psd_z,psd_xyz
52.5,7.696e+03,2.460e+03,1.011e+04,2.026e+04
54.0,4.748e+03,2.086e+03,1.063e+04,1.746e+04
55.6,3.143e+03,2.187e+03,1.027e+04,1.560e+04
57.1,2.780e+03,1.718e+03,1.165e+04,1.615e+04
58.6,2.754e+03,1.482e+03,1.472e+04,1.896e+04
60.2,3.291e+03,2.516e+03,1.819e+04,2.399e+04
61.7,2.692e+03,1.010e+03,2.211e+04,2.581e+04
63.3,2.247e+03,2.696e+02,2.690e+04,2.942e+04
64.8,1.837e+03,5.452e+02,3.274e+04,3.512e+04
66.4,1.051e+03,2.154e+03,3.891e+04,4.211e+04
67.9,4.999e+02,7.188e+03,4.776e+04,5.545e+04
69.4,4.012e+02,2.006e+04,6.526e+04,8.572e+04
71.0,1.305e+03,5.371e+04,9.559e+04,1.506e+05
72.5,5.262e+03,1.391e+05,1.317e+05,2.761e+05
74.1,7.885e+03,1.734e+05,1.060e+05,2.872e+05
75.6,7.001e+03,1.169e+05,6.442e+04,1.883e+05
77.2,6.026e+03,6.971e+04,5.139e+04,1.271e+05
78.7,5.304e+03,5.260e+04,4.995e+04,1.079e+05
80.2,4.815e+03,4.795e+04,4.506e+04,9.783e+04
81.8,3.274e+03,4.162e+04,3.836e+04,8.325e+04
83.3,2.246e+03,3.973e+04,3.196e+04,7.393e+04
84.9,1.713e+03,4.028e+04,2.405e+04,6.605e+04
86.4,1.837e+03,3.735e+04,1.766e+04,5.684e+04
88.0,2.464e+03,3.379e+04,1.430e+04,5.056e+04
89.5,2.869e+03,3.529e+04,1.292e+04,5.107e+04
91.0,3.333e+03,3.729e+04,1.038e+04,5.100e+04
92.6,3.613e+03,3.735e+04,7.558e+03,4.852e+04
94.1,5.730e+03,4.100e+04,6.265e+03,5.299e+04
95.7,7.001e+03,4.329e+04,4.910e+03,5.520e+04
97.2,5.035e+03,4.389e+04,2.682e+03,5.161e+04
98.8,6.171e+03,4.927e+04,2.062e+03,5.750e+04
100.3,8.331e+03,5.921e+04,1.783e+03,6.932e+04
101.8,9.841e+03,6.679e+04,1.412e+03,7.804e+04
103.4,1.135e+04,7.598e+04,1.160e+03,8.849e+04
104.9,1.282e+04,8.479e+04,1.079e+03,9.870e+04
106.5,1.528e+04,9.835e+04,1.288e+03,1.149e+05
108.0,1.884e+04,1.129e+05,1.971e+03,1.337e+05
109.6,2.468e+04,1.347e+05,3.886e+03,1.632e+05
111.1,2.904e+04,1.523e+05,6.711e+03,1.881e+05
