freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.315e+01,3.207e+01,1.169e+01,8.690e+01
1.5,3.014e+01,2.766e+01,1.952e+01,7.732e+01
3.1,1.620e+01,1.364e+01,1.636e+01,4.620e+01
4.6,2.594e+02,9.224e+01,1.724e+01,3.689e+02
6.2,9.664e+02,3.223e+02,1.789e+01,1.307e+03
7.7,1.792e+03,5.403e+02,1.826e+01,2.350e+03
9.3,2.615e+03,7.425e+02,1.712e+01,3.374e+03
10.8,2.337e+03,1.055e+03,1.600e+01,3.408e+03
12.4,3.013e+03,1.465e+03,1.889e+01,4.497e+03
13.9,3.703e+03,1.201e+03,1.967e+01,4.924e+03
15.5,5.196e+03,9.921e+02,2.539e+01,6.213e+03
17.0,6.794e+03,1.263e+03,9.191e+01,8.149e+03
18.6,6.411e+03,1.708e+03,2.175e+02,8.337e+03
20.1,5.704e+03,2.174e+03,2.293e+02,8.107e+03
21.7,4.219e+03,2.630e+03,1.648e+02,7.014e+03
23.2,5.090e+03,2.768e+03,2.173e+02,8.076e+03
24.7,7.977e+03,2.488e+03,3.203e+02,1.079e+04
26.3,1.154e+04,2.013e+03,2.461e+02,1.380e+04
27.8,1.685e+04,1.917e+03,1.862e+02,1.895e+04
29.4,2.750e+04,2.311e+03,2.251e+02,3.003e+04
30.9,2.764e+04,3.399e+03,3.222e+02,3.136e+04
32.5,1.388e+04,4.498e+03,6.732e+02,1.905e+04
34.0,4.414e+03,5.389e+03,1.086e+03,1.089e+04
35.6,1.533e+03,5.982e+03,1.571e+03,9.086e+03
37.1,1.659e+03,6.878e+03,2.484e+03,1.102e+04
38.7,2.760e+03,8.376e+03,5.021e+03,1.616e+04
40.2,3.820e+03,9.284e+03,1.079e+04,2.390e+04
41.8,3.483e+03,7.387e+03,1.511e+04,2.598e+04
43.3,2.619e+03,4.673e+03,1.189e+04,1.918e+04
44.8,2.839e+03,4.434e+03,7.641e+03,1.491e+04
46.4,3.912e+03,5.871e+03,5.595e+03,1.538e+04
47.9,5.100e+03,7.351e+03,4.311e+03,1.676e+04
49.5,6.151e+03,8.321e+03,3.585e+03,1.806e+04
51.0,7.545e+03,1.026e+04,3.034e+03,2.084e+04
52.6,8.976e+03,1.189e+04,3.138e+03,2.401e+04
54.1,1.002e+04,1.242e+04,3.696e+03,2.614e+04
55.7,1.239e+04,1.421e+04,4.308e+03,3.090e+04
57.2,1.519e+04,1.632e+04,4.975e+03,3.649e+04
58.8,2.034e+04,2.113e+04,5.858e+03,4.733e+04
60.3,2.877e+04,2.935e+04,7.107e+03,6.523e+04
61.9,4.055e+04,4.038e+04,8.693e+03,8.962e+04
63.4,5.727e+04,5.697e+04,1.070e+04,1.249e+05
65.0,6.866e+04,6.838e+04,1.212e+04,1.492e+05
66.5,7.254e+04,7.117e+04,1.126e+04,1.550e+05
68.0,7.302e+04,7.092e+04,9.376e+03,1.533e+05
69.6,7.052e+04,7.008e+04,7.503e+03,1.481e+05
71.1,6.603e+04,7.223e+04,5.533e+03,1.438e+05
72.7,5.702e+04,7.413e+04,3.416e+03,1.346e+05
74.2,4.468e+04,7.211e+04,1.657e+03,1.184e+05
75.8,3.327e+04,6.568e+04,6.516e+02,9.960e+04
77.3,2.589e+04,5.816e+04,3.223e+02,8.438e+04
78.9,2.037e+04,4.854e+04,2.949e+02,6.921e+04
80.4,1.547e+04,3.866e+04,3.738e+02,5.451e+04
82.0,1.195e+04,3.110e+04,5.012e+02,4.355e+04
83.5,9.506e+03,2.586e+04,6.544e+02,3.602e+04
85.1,7.872e+03,2.255e+04,8.134e+02,3.123e+04
86.6,6.295e+03,1.946e+04,1.048e+03,2.680e+04
88.1,5.041e+03,1.717e+04,1.354e+03,2.357e+04
89.7,4.038e+03,1.538e+04,1.734e+03,2.115e+04
91.2,3.158e+03,1.462e+04,1.973e+03,1.975e+04
92.8,2.420e+03,1.414e+04,2.162e+03,1.872e+04
94.3,2.444e+03,1.350e+04,3.218e+03,1.916e+04
95.9,1.789e+03,1.252e+04,3.513e+03,1.782e+04
97.4,1.367e+03,1.220e+04,4.230e+03,1.780e+04
99.0,1.222e+03,1.291e+04,5.723e+03,1.986e+04
100.5,1.138e+03,1.379e+04,7.781e+03,2.271e+04
102.1,1.155e+03,1.426e+04,1.049e+04,2.590e+04
103.6,1.316e+03,1.452e+04,1.384e+04,2.968e+04
105.2,1.678e+03,1.417e+04,1.776e+04,3.360e+04
106.7,2.612e+03,1.556e+04,2.584e+04,4.401e+04
108.3,4.408e+03,1.872e+04,3.808e+04,6.120e+04
109.8,6.626e+03,2.127e+04,5.014e+04,7.803e+04
111.3,8.497e+03,2.226e+04,5.844e+04,8.920e+04
