freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.187e+01,1.288e+02,7.366e+01,2.344e+02
1.6,2.973e+01,7.838e+01,5.556e+01,1.637e+02
3.1,1.221e+01,2.074e+01,1.850e+01,5.146e+01
4.7,1.194e+01,3.639e+02,1.736e+01,3.932e+02
6.2,1.384e+01,1.403e+03,1.885e+01,1.436e+03
7.8,3.808e+01,2.690e+03,1.813e+01,2.747e+03
9.3,3.237e+02,4.459e+03,1.850e+01,4.801e+03
10.9,4.462e+02,5.316e+03,1.852e+01,5.780e+03
12.4,2.218e+02,5.066e+03,2.275e+01,5.311e+03
14.0,1.503e+02,5.605e+03,3.807e+01,5.793e+03
15.5,5.737e+01,8.041e+03,8.681e+01,8.186e+03
17.1,6.085e+01,1.065e+04,1.821e+02,1.090e+04
18.6,1.025e+02,1.237e+04,1.837e+02,1.266e+04
20.2,1.519e+02,1.627e+04,3.702e+02,1.680e+04
21.7,1.786e+02,2.155e+04,1.216e+03,2.295e+04
23.3,1.714e+02,2.701e+04,2.750e+03,2.994e+04
24.8,1.944e+02,2.983e+04,2.732e+03,3.275e+04
26.4,5.649e+02,4.467e+04,3.897e+03,4.914e+04
27.9,4.303e+03,9.743e+04,1.737e+04,1.191e+05
29.5,1.037e+04,1.281e+05,2.598e+04,1.644e+05
31.0,1.411e+04,1.112e+05,1.858e+04,1.439e+05
32.6,1.188e+04,1.199e+05,1.762e+04,1.494e+05
34.1,5.680e+03,1.669e+05,2.424e+04,1.968e+05
35.7,4.408e+03,1.767e+05,3.528e+04,2.164e+05
37.2,6.558e+03,1.472e+05,5.232e+04,2.061e+05
38.8,1.425e+04,9.166e+04,6.006e+04,1.660e+05
40.3,2.380e+04,4.000e+04,5.754e+04,1.213e+05
41.9,4.554e+04,1.578e+04,5.966e+04,1.210e+05
43.4,4.504e+04,9.189e+03,6.191e+04,1.161e+05
45.0,5.168e+04,1.016e+04,7.213e+04,1.340e+05
46.5,7.904e+04,2.036e+04,9.183e+04,1.912e+05
48.1,1.052e+05,3.617e+04,1.115e+05,2.528e+05
49.6,1.197e+05,4.940e+04,1.356e+05,3.047e+05
51.2,5.973e+04,2.763e+04,1.877e+05,2.751e+05
52.7,2.104e+04,1.122e+04,1.870e+05,2.193e+05
54.3,1.488e+04,1.017e+04,1.175e+05,1.426e+05
55.8,1.158e+04,9.729e+03,9.131e+04,1.126e+05
57.4,6.052e+03,8.588e+03,6.991e+04,8.455e+04
58.9,6.327e+03,8.264e+03,4.955e+04,6.414e+04
60.5,1.158e+04,8.504e+03,3.543e+04,5.552e+04
62.0,1.668e+04,6.415e+03,2.942e+04,5.252e+04
63.6,1.663e+04,4.764e+03,2.760e+04,4.899e+04
65.1,1.563e+04,4.170e+03,1.924e+04,3.904e+04
66.7,1.726e+04,3.797e+03,1.392e+04,3.497e+04
68.2,1.864e+04,3.456e+03,1.386e+04,3.595e+04
69.8,1.927e+04,2.876e+03,1.503e+04,3.718e+04
71.3,1.993e+04,2.101e+03,2.225e+04,4.428e+04
72.9,1.909e+04,1.984e+03,3.263e+04,5.370e+04
74.4,1.750e+04,3.703e+03,2.827e+04,4.948e+04
76.0,2.063e+04,4.022e+03,2.635e+04,5.101e+04
77.5,1.579e+04,3.721e+03,2.483e+04,4.434e+04
79.1,1.287e+04,3.392e+03,2.296e+04,3.923e+04
80.6,1.153e+04,2.951e+03,2.160e+04,3.607e+04
82.2,1.366e+04,2.658e+03,2.370e+04,4.001e+04
