freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.224e+01,1.172e+02,1.140e+02,3.134e+02
1.6,5.622e+01,7.446e+01,7.425e+01,2.049e+02
3.1,1.165e+01,2.222e+01,1.544e+01,4.931e+01
4.7,1.102e+01,3.561e+02,1.678e+01,3.839e+02
6.2,1.174e+01,1.249e+03,2.129e+01,1.282e+03
7.8,1.343e+01,2.109e+03,2.127e+01,2.144e+03
9.4,6.948e+01,3.443e+03,2.193e+01,3.535e+03
10.9,2.798e+02,4.837e+03,2.556e+01,5.143e+03
12.5,2.494e+02,5.530e+03,2.381e+01,5.803e+03
14.0,1.308e+02,5.372e+03,2.668e+01,5.529e+03
15.6,8.152e+01,6.744e+03,4.197e+01,6.867e+03
17.1,9.268e+01,8.663e+03,1.262e+02,8.882e+03
18.7,1.198e+02,1.124e+04,3.603e+02,1.172e+04
20.3,1.231e+02,1.438e+04,4.772e+02,1.498e+04
21.8,2.248e+02,1.726e+04,5.828e+02,1.807e+04
23.4,2.661e+02,2.101e+04,8.356e+02,2.212e+04
24.9,4.635e+02,2.504e+04,1.709e+03,2.722e+04
26.5,8.782e+02,3.078e+04,5.171e+03,3.683e+04
28.1,2.813e+03,4.376e+04,1.032e+04,5.689e+04
29.6,8.310e+03,6.809e+04,1.960e+04,9.600e+04
31.2,9.169e+03,7.685e+04,2.639e+04,1.124e+05
32.7,9.610e+03,6.208e+04,2.551e+04,9.720e+04
34.3,1.423e+04,7.341e+04,2.793e+04,1.156e+05
35.9,1.873e+04,9.246e+04,3.682e+04,1.480e+05
37.4,2.300e+04,1.014e+05,5.032e+04,1.747e+05
39.0,2.569e+04,1.223e+05,7.301e+04,2.210e+05
40.5,2.860e+04,1.015e+05,9.003e+04,2.201e+05
42.1,2.944e+04,5.811e+04,9.541e+04,1.830e+05
43.7,3.165e+04,2.622e+04,7.469e+04,1.326e+05
45.2,3.663e+04,2.625e+04,5.105e+04,1.139e+05
46.8,5.272e+04,3.386e+04,5.537e+04,1.419e+05
48.3,6.581e+04,3.810e+04,6.575e+04,1.697e+05
49.9,7.881e+04,3.610e+04,8.312e+04,1.980e+05
51.4,9.661e+04,4.000e+04,1.011e+05,2.377e+05
53.0,1.219e+05,4.922e+04,1.209e+05,2.920e+05
54.6,1.456e+05,6.453e+04,1.472e+05,3.574e+05
56.1,1.646e+05,7.554e+04,1.781e+05,4.182e+05
57.7,1.747e+05,8.168e+04,2.166e+05,4.730e+05
59.2,1.943e+05,9.736e+04,2.778e+05,5.694e+05
60.8,2.607e+05,1.233e+05,3.067e+05,6.907e+05
62.4,2.694e+05,1.141e+05,2.525e+05,6.360e+05
63.9,7.787e+04,3.426e+04,1.557e+05,2.679e+05
65.5,2.308e+04,1.125e+04,9.902e+04,1.333e+05
67.0,2.259e+04,9.080e+03,8.166e+04,1.133e+05
68.6,2.362e+04,7.883e+03,7.090e+04,1.024e+05
70.2,2.340e+04,6.801e+03,6.006e+04,9.026e+04
71.7,2.275e+04,6.097e+03,5.441e+04,8.325e+04
73.3,2.340e+04,5.274e+03,4.862e+04,7.730e+04
74.8,2.411e+04,4.276e+03,4.138e+04,6.976e+04
